Education,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,NumWebVisitsMonth,Complain,Response,Age,Relationship_Status,Children,Total_Household,Parent,Frequency,Monetary,Avg_Purchase_Value,Loyalty,Income_per_Household_Member,High_Spender,Promo_Responsive,Preferred_Category,Engagement_Score
Pre-Grad,3642,35,40,111,36,40,12,4,0,0,35,Attached,1,3,1,14,274.0,19.571428571428573,0,19686.666666666668,0,0,Meat,0
Post-Grad,3908,37,0,17,0,0,3,9,0,0,62,Single,2,3,1,9,57.0,6.333333333333333,0,9079.333333333334,0,0,Wines,0
Graduate,3744,171,45,73,59,10,90,4,0,0,59,Attached,1,3,1,17,448.0,26.352941176470587,1,15669.666666666666,1,0,Wines,0
Pre-Grad,3492,12,2,20,3,2,5,7,0,0,51,Attached,2,4,1,5,44.0,8.8,0,11523.5,0,0,Meat,0
Graduate,3808,44,4,21,6,0,27,7,0,0,52,Attached,2,4,1,8,102.0,12.75,0,10080.25,0,0,Wines,0
Graduate,3621,20,2,9,4,6,20,4,0,0,40,Attached,1,3,1,5,61.0,12.2,0,12411.666666666666,0,0,Wines,0
Post-Grad,3906,779,86,537,34,69,138,3,0,0,64,Attached,0,2,0,27,1643.0,60.851851851851855,1,40921.5,1,0,Wines,0
Post-Grad,3861,170,6,97,24,12,88,6,0,0,66,Attached,1,3,1,15,397.0,26.466666666666665,0,15564.0,1,0,Wines,0
Graduate,3646,491,48,231,112,105,134,1,0,0,56,Attached,1,3,1,26,1121.0,43.11538461538461,1,25794.0,1,1,Wines,1
Graduate,4137,173,8,107,7,2,176,9,1,1,47,Single,2,3,1,16,473.0,29.5625,1,12591.333333333334,1,1,Gold,3
Pre-Grad,3565,7,10,13,16,0,4,8,0,0,50,Attached,1,3,1,8,50.0,6.25,0,6131.0,0,0,Fish,0
Post-Grad,3973,1205,0,235,19,14,205,7,0,0,62,Attached,1,3,1,28,1678.0,59.92857142857143,1,24276.0,1,0,Wines,0
Graduate,3545,10,7,25,6,3,7,7,0,0,42,Attached,0,2,0,7,58.0,8.285714285714286,0,12355.5,0,0,Meat,0
Post-Grad,3750,97,4,44,6,1,18,5,0,0,49,Attached,1,3,1,9,170.0,18.88888888888889,0,15167.666666666666,0,0,Wines,0
Post-Grad,3672,67,11,26,4,3,262,17,0,0,42,Single,0,1,0,2,373.0,186.5,0,6560.0,0,0,Gold,0
Post-Grad,3697,345,53,528,98,75,97,4,0,1,79,Attached,0,2,0,17,1196.0,70.3529411764706,1,35802.0,1,1,Meat,2
Graduate,3587,6,5,17,3,24,46,7,0,0,45,Attached,1,3,1,8,101.0,12.625,0,9081.333333333334,0,0,Gold,0
Graduate,4037,73,57,100,71,15,0,9,0,1,55,Attached,2,4,1,17,316.0,18.58823529411765,1,12188.0,0,0,Meat,1
Graduate,3757,711,36,217,172,96,168,4,0,0,62,Attached,1,3,1,21,1400.0,66.66666666666667,1,23811.333333333332,1,1,Wines,1
Graduate,3808,774,70,118,182,187,93,1,0,0,76,Single,0,1,0,27,1424.0,52.74074074074074,1,90842.0,1,0,Wines,0
Post-Grad,4153,163,0,480,0,126,75,9,0,1,46,Attached,1,3,1,20,844.0,42.2,1,29365.666666666668,1,1,Meat,3
Graduate,3758,82,33,54,71,30,41,5,0,0,49,Attached,1,3,1,13,311.0,23.923076923076923,0,17316.0,0,0,Wines,0
Graduate,3890,358,108,413,141,97,32,1,0,0,42,Attached,0,2,0,17,1149.0,67.58823529411765,1,35926.5,1,0,Meat,0
Post-Grad,3543,66,2,40,4,3,14,6,0,0,41,Attached,0,2,0,8,129.0,16.125,0,17938.0,0,0,Wines,0
Graduate,3729,13,6,7,0,3,3,6,0,0,72,Single,1,2,1,5,32.0,6.4,0,20024.5,0,0,Wines,0
Graduate,4163,139,13,78,20,13,36,9,0,1,42,Single,1,2,1,14,299.0,21.357142857142858,0,19830.0,0,0,Wines,1
Graduate,3504,274,0,21,4,6,15,6,0,0,62,Attached,1,3,1,13,320.0,24.615384615384617,0,16709.0,0,1,Wines,1
Post-Grad,4058,262,6,61,0,10,102,5,0,0,47,Attached,1,3,1,16,441.0,27.5625,1,14421.0,1,0,Wines,0
Post-Grad,4109,1099,0,45,0,0,34,8,0,1,75,Attached,2,4,1,28,1178.0,42.07142857142857,1,15711.25,1,1,Wines,2
Graduate,3971,32,0,8,23,4,18,6,0,0,34,Attached,0,2,0,6,85.0,14.166666666666666,0,9464.5,0,0,Wines,0
Pre-Grad,3939,2,4,2,0,11,5,9,0,0,42,Single,1,2,1,4,24.0,6.0,0,12183.5,0,0,Sweet,0
Graduate,3967,6,10,21,19,14,42,6,0,0,49,Single,1,2,1,8,112.0,14.0,0,16624.5,0,0,Gold,0
Pre-Grad,3977,6,7,4,3,4,6,6,0,0,65,Attached,1,3,1,5,30.0,6.0,0,8962.333333333334,0,0,Fruits,0
Post-Grad,3847,135,46,92,65,61,11,5,0,0,41,Attached,0,2,0,16,410.0,25.625,1,25075.0,1,0,Wines,0
Graduate,3775,641,7,84,0,30,38,6,0,0,48,Attached,1,3,1,24,800.0,33.333333333333336,1,20687.0,1,1,Wines,1
Post-Grad,3895,714,76,395,116,0,12,1,0,1,62,Single,0,1,0,20,1313.0,65.65,1,85696.0,1,0,Wines,1
Post-Grad,3929,794,73,573,0,29,14,2,0,0,68,Attached,0,2,0,23,1483.0,64.47826086956522,1,38271.0,1,0,Wines,0
Graduate,3724,420,0,452,182,64,140,2,0,1,31,Single,0,1,0,17,1258.0,74.0,1,70515.0,1,0,Meat,1
Graduate,4071,1,2,7,4,3,11,8,0,0,37,Attached,1,3,1,4,28.0,7.0,0,6075.666666666667,0,0,Gold,0
Graduate,3626,86,12,75,33,15,6,4,0,0,59,Attached,1,3,1,11,227.0,20.636363636363637,0,23046.333333333332,0,0,Wines,0
Graduate,4070,823,25,459,124,29,95,4,0,1,42,Attached,0,2,0,20,1555.0,77.75,1,34554.5,1,1,Wines,2
Graduate,3942,231,161,215,171,30,53,5,0,0,62,Single,1,2,1,23,861.0,37.43478260869565,1,34813.5,1,0,Wines,0
Graduate,3906,8,15,27,0,20,33,8,0,0,46,Attached,1,3,1,8,103.0,12.875,0,12712.0,0,1,Gold,1
Post-Grad,3535,182,17,259,77,70,29,4,0,0,78,Single,0,1,0,19,634.0,33.36842105263158,1,62159.0,1,0,Meat,0
Graduate,3655,557,129,984,193,37,18,2,0,0,61,Single,0,1,0,19,1918.0,100.94736842105263,1,80695.0,1,0,Meat,0
Post-Grad,3741,79,1,31,4,4,12,6,0,0,53,Single,2,3,1,10,131.0,13.1,0,11105.333333333334,0,0,Wines,0
Graduate,4114,368,24,68,38,0,88,7,0,0,56,Attached,2,4,1,22,586.0,26.636363636363637,1,14638.5,1,0,Wines,0
Pre-Grad,3691,6,4,14,8,8,22,8,0,0,32,Attached,1,3,1,7,62.0,8.857142857142858,0,5752.0,0,1,Gold,1
Graduate,3868,160,15,196,15,11,50,8,0,0,50,Single,2,3,1,22,447.0,20.318181818181817,1,17678.0,1,0,Meat,0
Pre-Grad,4171,488,21,238,56,108,28,6,0,0,74,Attached,0,2,0,27,939.0,34.77777777777778,1,26101.5,1,0,Wines,0
Pre-Grad,3812,691,7,69,0,7,23,8,0,0,47,Single,1,2,1,15,797.0,53.13333333333333,0,29800.5,1,1,Wines,1
Post-Grad,4136,543,10,205,160,143,82,3,0,1,66,Single,1,2,1,16,1143.0,71.4375,1,37577.0,1,0,Wines,1
Graduate,3707,254,7,108,20,0,26,6,0,0,48,Single,1,2,1,17,415.0,24.41176470588235,1,23512.5,1,0,Wines,0
Graduate,3689,5,4,10,2,2,7,8,0,0,51,Attached,1,3,1,5,30.0,6.0,0,12657.0,0,0,Meat,0
Post-Grad,3658,112,19,21,16,14,5,7,0,0,56,Single,1,2,1,12,187.0,15.583333333333334,0,20667.5,0,0,Wines,0
Graduate,3520,134,11,59,15,2,30,2,0,0,66,Attached,1,3,1,11,251.0,22.818181818181817,0,22422.333333333332,0,0,Wines,0
Graduate,3534,143,6,52,11,8,17,5,0,0,49,Single,1,2,1,12,237.0,19.75,0,28669.0,0,0,Wines,0
Pre-Grad,3659,51,4,24,4,7,1,6,0,0,64,Attached,2,4,1,8,91.0,11.375,0,12630.75,0,0,Wines,0
Post-Grad,3892,27,0,5,0,0,3,8,0,0,59,Single,3,4,1,6,35.0,5.833333333333333,0,8947.75,0,0,Wines,0
Post-Grad,4106,459,0,24,6,0,4,6,0,0,64,Single,1,2,1,22,493.0,22.40909090909091,1,25305.5,1,1,Wines,1
Post-Grad,3956,689,8,167,11,8,88,6,0,0,55,Attached,1,3,1,28,971.0,34.67857142857143,1,18747.333333333332,1,0,Wines,0
Graduate,4047,283,10,38,0,13,27,8,0,0,64,Single,1,2,1,17,371.0,21.823529411764707,1,24452.0,0,0,Wines,0
Graduate,3654,347,0,35,4,3,7,5,0,0,49,Single,3,4,1,20,396.0,19.8,1,14060.75,0,0,Wines,0
Graduate,3786,5,13,14,0,5,31,6,0,1,39,Attached,1,3,1,7,68.0,9.714285714285714,0,7118.333333333333,0,1,Gold,2
Post-Grad,3842,280,0,18,0,0,24,7,0,0,53,Attached,1,3,1,15,322.0,21.466666666666665,0,19140.0,0,1,Wines,1
Post-Grad,3528,95,14,64,2,9,38,7,0,0,69,Single,1,2,1,10,222.0,22.2,0,23195.0,0,0,Wines,0
Pre-Grad,3834,84,10,34,11,10,28,6,0,0,68,Attached,2,4,1,12,177.0,14.75,0,13585.5,0,0,Wines,0
Graduate,4104,18,3,17,3,0,4,9,0,0,51,Attached,1,3,1,6,45.0,7.5,0,6965.0,0,0,Wines,0
Graduate,3638,992,24,694,51,19,119,1,0,0,76,Attached,0,2,0,20,1899.0,94.95,1,46172.0,1,1,Wines,2
Pre-Grad,3786,9,1,7,0,3,2,7,0,0,48,Attached,2,4,1,6,22.0,3.6666666666666665,0,6726.75,0,0,Wines,0
Graduate,4033,19,1,17,2,0,2,8,0,0,44,Attached,2,4,1,5,41.0,8.2,0,11241.0,0,0,Wines,0
Graduate,3531,709,93,374,104,80,80,3,0,0,45,Attached,0,2,0,21,1440.0,68.57142857142857,1,37753.5,1,0,Wines,0
Post-Grad,3734,158,0,76,13,7,71,5,0,0,52,Attached,2,4,1,17,325.0,19.11764705882353,1,13440.25,0,0,Wines,0
Graduate,3742,10,14,29,4,2,36,4,0,0,51,Attached,1,3,1,10,95.0,9.5,0,7560.666666666667,0,0,Gold,0
Post-Grad,3592,25,1,13,0,0,3,7,0,0,52,Attached,1,3,1,5,42.0,8.4,0,12962.333333333334,0,0,Wines,0
Pre-Grad,4070,8,4,12,15,4,29,4,0,0,49,Single,2,3,1,6,72.0,12.0,0,13886.0,0,0,Gold,0
Post-Grad,3518,14,0,6,0,0,0,5,0,0,52,Attached,1,3,1,7,20.0,2.857142857142857,0,9930.333333333334,0,0,Wines,0
Post-Grad,3807,622,7,115,30,0,15,5,0,0,68,Attached,2,4,1,23,789.0,34.30434782608695,1,15978.75,1,0,Wines,0
Graduate,3511,11,0,3,0,0,1,6,0,0,50,Single,2,3,1,4,15.0,3.75,0,13332.0,0,0,Wines,0
Graduate,3615,25,3,16,8,5,2,6,0,0,52,Single,1,2,1,8,59.0,7.375,0,13379.5,0,0,Wines,0
Post-Grad,3907,635,15,100,20,7,131,6,0,0,56,Single,1,2,1,22,908.0,41.27272727272727,1,31920.5,1,0,Wines,0
Post-Grad,4039,100,64,79,65,0,109,7,0,0,55,Attached,2,4,1,14,417.0,29.785714285714285,0,12759.75,1,0,Gold,0
Graduate,4146,201,2,43,3,5,35,6,0,0,63,Attached,2,4,1,15,289.0,19.266666666666666,0,15136.0,0,0,Wines,0
Graduate,3565,642,14,49,0,7,57,5,0,0,52,Attached,1,3,1,21,769.0,36.61904761904762,1,21895.0,1,0,Wines,0
Graduate,3542,97,1,41,6,2,41,7,0,0,71,Attached,1,3,1,10,188.0,18.8,0,12572.0,0,0,Wines,0
Graduate,4158,204,5,39,17,0,89,8,0,1,67,Single,1,2,1,14,354.0,25.285714285714285,0,18432.0,0,0,Wines,1
Post-Grad,4098,513,7,133,46,14,14,8,0,0,54,Attached,1,3,1,26,727.0,27.96153846153846,1,14837.0,1,0,Wines,0
Post-Grad,4164,88,3,21,4,1,29,9,0,0,57,Attached,2,4,1,11,146.0,13.272727272727273,0,9236.75,0,0,Wines,0
Post-Grad,3917,172,12,112,8,0,15,7,0,0,73,Attached,1,3,1,16,319.0,19.9375,1,15784.0,0,0,Wines,0
Post-Grad,3667,329,35,222,130,35,43,4,0,0,71,Attached,1,3,1,22,794.0,36.09090909090909,1,22362.333333333332,1,0,Wines,0
Graduate,4132,296,13,104,11,13,17,3,0,0,74,Attached,1,3,1,18,454.0,25.22222222222222,1,19015.0,1,0,Wines,0
Post-Grad,4134,100,2,16,2,1,31,9,0,1,71,Single,2,3,1,11,152.0,13.818181818181818,0,12319.0,0,0,Wines,1
Post-Grad,4112,422,7,238,69,46,15,4,0,0,47,Attached,1,3,1,22,797.0,36.22727272727273,1,23129.666666666668,1,0,Wines,0
Graduate,3878,1218,16,272,104,0,80,6,0,1,52,Attached,1,3,1,16,1690.0,105.625,1,26711.333333333332,1,1,Wines,3
Post-Grad,3604,5,1,7,2,1,4,7,0,0,55,Attached,2,4,1,4,20.0,5.0,0,10785.5,0,0,Meat,0
Graduate,3631,507,93,520,242,40,26,1,0,1,80,Attached,0,2,0,21,1428.0,68.0,1,40294.5,1,1,Meat,1
Graduate,3974,52,12,50,4,36,55,9,0,0,34,Single,1,2,1,11,209.0,19.0,0,17206.0,0,0,Gold,0
Graduate,3857,191,56,139,51,8,100,4,0,0,45,Single,1,2,1,19,545.0,28.68421052631579,1,28768.5,1,0,Wines,0
Pre-Grad,4002,2,23,11,8,6,46,8,0,0,58,Attached,0,2,0,6,96.0,16.0,0,11317.0,0,0,Gold,0
Graduate,3599,68,28,39,16,30,41,2,0,0,76,Attached,0,2,0,10,222.0,22.2,0,25657.5,0,0,Wines,0
Graduate,3578,20,4,10,6,4,17,6,0,0,52,Attached,3,5,1,7,61.0,8.714285714285714,0,7205.2,0,0,Wines,0
Graduate,3625,20,3,16,0,4,1,6,0,0,51,Attached,2,4,1,9,44.0,4.888888888888889,0,6159.75,0,0,Wines,0
Post-Grad,3552,7,0,1,0,0,0,6,0,0,52,Attached,3,5,1,4,8.0,2.0,0,6915.6,0,0,Wines,0
Pre-Grad,3732,279,172,74,38,8,246,1,0,0,52,Single,0,1,0,23,817.0,35.52173913043478,1,65704.0,1,0,Wines,0
Graduate,4068,977,12,253,16,12,101,8,0,0,58,Single,1,2,1,23,1371.0,59.608695652173914,1,31905.0,1,1,Wines,1
Post-Grad,3606,30,1,8,0,0,3,7,0,0,55,Attached,1,3,1,5,42.0,8.4,0,18044.0,0,0,Wines,0
Graduate,4021,6,1,7,23,4,19,8,0,0,65,Attached,0,2,0,5,60.0,12.0,0,9345.0,0,0,Fish,0
Graduate,3894,3,18,26,11,8,12,7,0,0,54,Attached,1,3,1,9,78.0,8.666666666666666,0,9388.0,0,0,Meat,0
Post-Grad,3915,14,0,2,0,0,7,8,0,0,50,Attached,1,3,1,4,23.0,5.75,0,11532.0,0,0,Wines,0
Post-Grad,3759,10,1,7,0,0,1,8,0,0,52,Attached,1,3,1,4,19.0,4.75,0,14423.0,0,0,Wines,0
Pre-Grad,3564,7,10,17,8,6,13,7,0,0,66,Single,2,3,1,7,61.0,8.714285714285714,0,12913.666666666666,0,0,Meat,0
Graduate,3955,33,87,64,175,16,74,7,0,0,52,Single,0,1,0,14,449.0,32.07142857142857,0,31907.0,1,0,Fish,0
Post-Grad,3923,12,0,13,2,0,10,7,0,0,41,Attached,1,3,1,5,37.0,7.4,0,9033.333333333334,0,0,Meat,0
Pre-Grad,3609,2,3,10,11,2,10,6,0,0,51,Single,1,2,1,5,38.0,7.6,0,15581.5,0,0,Fish,0
Graduate,3665,693,21,118,110,147,42,2,0,0,39,Attached,0,2,0,23,1131.0,49.17391304347826,1,46266.5,1,1,Wines,1
Graduate,3661,9,3,15,2,3,2,6,0,0,51,Single,2,3,1,7,34.0,4.857142857142857,0,11617.666666666666,0,0,Meat,0
Graduate,3715,129,26,67,3,67,2,7,0,0,57,Single,2,3,1,17,294.0,17.294117647058822,1,23614.666666666668,0,0,Wines,0
Pre-Grad,3894,16,2,11,3,0,16,8,0,0,45,Attached,2,4,1,6,48.0,8.0,0,7771.5,0,1,Wines,1
Graduate,4146,201,2,43,3,5,35,6,0,0,63,Attached,2,4,1,15,289.0,19.266666666666666,0,15136.0,0,0,Wines,0
Pre-Grad,3993,5,4,5,4,2,10,7,0,0,38,Attached,0,2,0,4,30.0,7.5,0,10245.5,0,0,Gold,0
Graduate,3540,14,36,11,3,26,35,2,0,0,60,Attached,0,2,0,7,125.0,17.857142857142858,0,21261.5,0,0,Fruits,0
Graduate,3973,29,12,59,19,1,36,8,0,0,41,Attached,1,3,1,9,156.0,17.333333333333332,0,13307.333333333334,0,0,Meat,0
Graduate,3819,26,2,19,10,5,8,8,0,0,72,Attached,2,4,1,9,70.0,7.777777777777778,0,8350.5,0,0,Wines,0
Post-Grad,3754,9,1,4,3,2,3,6,0,0,75,Attached,2,4,1,4,22.0,5.5,0,9102.0,0,0,Wines,0
Graduate,4137,14,0,23,4,5,19,9,0,1,45,Attached,1,3,1,9,65.0,7.222222222222222,0,7215.0,0,0,Meat,1
Post-Grad,4086,972,19,595,180,26,138,3,0,1,76,Single,0,1,0,23,1930.0,83.91304347826087,1,78427.0,1,1,Wines,1
Graduate,3748,966,168,672,246,105,126,4,0,0,78,Attached,0,2,0,23,2126.0,99.26086956521739,1,41328.5,1,1,Wines,1
Graduate,3730,99,27,102,28,48,6,1,0,0,66,Attached,0,2,0,13,310.0,23.846153846153847,0,25938.0,0,0,Meat,0
Pre-Grad,4033,482,35,553,72,160,17,2,0,0,53,Attached,0,2,0,18,1319.0,73.27777777777777,1,39020.5,1,0,Meat,0
Graduate,4048,714,8,99,11,0,47,8,0,0,67,Attached,1,3,1,26,879.0,33.80769230769231,1,17617.333333333332,1,1,Wines,1
Post-Grad,3720,587,54,348,71,54,130,2,0,0,42,Attached,0,2,0,17,1244.0,73.17647058823529,1,35019.0,1,0,Wines,0
Pre-Grad,3571,399,27,159,58,8,39,2,0,0,51,Attached,1,3,1,17,690.0,40.588235294117645,1,23133.666666666668,1,0,Wines,0
Graduate,3970,56,10,92,19,7,25,5,0,0,52,Attached,1,3,1,12,209.0,17.416666666666668,0,15351.0,0,0,Meat,0
Graduate,3493,227,151,573,98,54,31,1,0,0,59,Attached,0,2,0,17,1134.0,66.70588235294117,1,38671.5,1,0,Meat,0
Graduate,3701,703,102,601,0,58,43,1,0,1,71,Single,0,1,0,23,1507.0,65.52173913043478,1,73892.0,1,0,Wines,1
Post-Grad,3745,37,0,17,0,0,3,7,0,0,57,Single,1,2,1,6,57.0,9.5,0,20152.0,0,0,Wines,0
Post-Grad,4143,167,13,180,86,13,70,8,0,0,59,Attached,0,2,0,17,529.0,31.11764705882353,1,16363.5,1,0,Meat,0
Graduate,3477,458,81,356,106,50,40,2,0,0,55,Attached,0,2,0,16,1091.0,68.1875,1,34347.5,1,0,Wines,0
Graduate,4097,91,3,52,2,1,31,8,0,1,53,Single,1,2,1,11,180.0,16.363636363636363,0,21650.0,0,0,Wines,1
Graduate,4006,15,8,16,11,5,22,6,0,0,52,Attached,2,4,1,10,77.0,7.7,0,6572.5,0,0,Gold,0
Graduate,3610,1302,68,731,89,114,45,2,0,1,54,Single,0,1,0,25,2126.0,93.96,1,93790.0,1,1,Wines,3
Post-Grad,4126,153,64,123,116,64,14,6,0,1,50,Attached,0,2,0,18,534.0,29.666666666666668,1,19205.0,1,0,Wines,1
Post-Grad,3627,508,5,21,7,5,10,5,0,0,74,Single,1,2,1,21,556.0,26.476190476190474,1,32433.0,1,1,Wines,1
Graduate,3787,290,59,177,77,5,29,3,1,0,65,Attached,1,3,1,25,637.0,25.48,1,19319.0,1,0,Wines,1
Post-Grad,3550,38,0,2,0,0,6,7,0,0,69,Attached,2,4,1,5,46.0,9.2,0,11503.75,0,1,Wines,1
Graduate,3484,2,13,6,7,5,11,7,0,0,46,Attached,1,3,1,9,44.0,4.888888888888889,0,5510.333333333333,0,0,Fruits,0
Post-Grad,3829,30,0,10,2,0,5,7,0,0,38,Attached,1,3,1,5,47.0,9.4,0,9357.333333333334,0,0,Wines,0
Post-Grad,3847,386,23,95,54,41,196,2,0,0,61,Single,1,2,1,22,795.0,36.13636363636363,1,24738.0,1,0,Wines,0
Graduate,3974,443,10,75,0,10,48,8,0,0,71,Attached,1,3,1,21,586.0,27.904761904761905,1,16908.333333333332,1,0,Wines,0
Graduate,3886,901,31,345,75,31,191,1,0,0,72,Attached,0,2,0,20,1574.0,78.7,1,41922.0,1,1,Wines,1
Post-Grad,3614,9,0,3,0,0,1,3,0,0,74,Attached,2,4,1,4,13.0,3.25,0,10286.25,0,0,Wines,0
Graduate,4002,846,84,352,91,56,42,5,0,0,54,Attached,1,3,1,25,1471.0,58.84,1,22473.0,1,0,Wines,0
Pre-Grad,3663,8,3,9,19,4,22,6,0,0,54,Attached,2,4,1,8,65.0,8.125,0,5790.5,0,0,Gold,0
Graduate,3896,72,7,58,13,1,24,8,0,0,47,Attached,1,3,1,12,175.0,14.583333333333334,0,11460.0,0,0,Wines,0
Graduate,3901,29,0,5,0,1,5,5,0,0,58,Single,1,2,1,5,40.0,8.0,0,17352.0,0,0,Wines,0
Post-Grad,4139,169,24,553,188,0,144,7,0,1,55,Attached,2,4,1,18,1078.0,59.888888888888886,1,23717.75,1,1,Meat,3
Graduate,4063,460,35,422,33,12,153,4,0,0,66,Attached,1,3,1,21,1115.0,53.095238095238095,1,21716.0,1,0,Wines,0
Graduate,3975,69,8,26,12,7,12,7,0,0,70,Attached,1,3,1,9,134.0,14.88888888888889,0,13299.333333333334,0,0,Wines,0
Post-Grad,4056,556,14,717,210,0,43,4,0,0,68,Single,0,1,0,23,1540.0,66.95652173913044,1,64857.0,1,0,Meat,0
Post-Grad,3712,73,0,13,0,1,0,3,0,0,54,Attached,1,3,1,7,87.0,12.428571428571429,0,19964.0,0,0,Wines,0
Post-Grad,3717,112,1,54,7,7,36,3,0,0,37,Single,0,1,0,10,217.0,21.7,0,41020.0,0,0,Wines,0
Post-Grad,3629,944,0,60,0,0,30,5,0,0,63,Attached,1,3,1,27,1034.0,38.2962962962963,1,19024.0,1,1,Wines,1
Graduate,3927,265,199,303,234,9,170,7,0,0,45,Single,1,2,1,31,1180.0,38.064516129032256,1,30237.0,1,0,Meat,0
Graduate,4140,526,28,135,10,21,99,5,0,0,64,Attached,1,3,1,23,819.0,35.608695652173914,1,20935.666666666668,1,0,Wines,0
Pre-Grad,3729,2,3,12,3,5,7,8,0,0,43,Attached,1,3,1,5,32.0,6.4,0,6471.333333333333,0,0,Meat,0
Graduate,3784,2,4,9,10,5,16,7,0,0,44,Attached,1,3,1,6,46.0,7.666666666666667,0,6369.0,0,0,Gold,0
Pre-Grad,4169,378,97,259,197,194,34,4,0,0,48,Attached,1,3,1,18,1159.0,64.38888888888889,1,25161.333333333332,1,0,Wines,0
Post-Grad,3956,553,25,142,65,67,8,4,0,0,48,Single,1,2,1,25,860.0,34.4,1,35189.5,1,0,Wines,0
Post-Grad,3480,751,127,687,20,15,31,2,0,0,54,Attached,0,2,0,15,1631.0,108.73333333333333,0,39709.5,1,0,Wines,0
Post-Grad,3492,406,0,30,0,0,8,7,0,0,78,Attached,3,5,1,22,444.0,20.181818181818183,1,12802.8,1,1,Wines,0
Graduate,4007,1449,89,161,69,35,107,6,0,0,69,Attached,1,3,1,29,1910.0,65.86206896551724,1,25666.0,1,1,Wines,1
Post-Grad,3704,123,17,171,39,0,30,6,0,0,52,Attached,1,3,1,18,380.0,21.11111111111111,1,16618.0,0,0,Meat,0
Post-Grad,3843,267,42,309,55,42,21,5,0,1,53,Attached,2,4,1,30,736.0,24.533333333333335,1,15146.25,1,0,Meat,1
Post-Grad,3997,209,0,40,3,2,15,8,0,0,74,Single,2,3,1,15,269.0,17.933333333333334,0,14291.0,0,0,Wines,0
Graduate,3810,1259,172,815,97,148,33,4,0,1,36,Attached,0,2,0,29,2126.0,87.03448275862068,1,43839.5,1,1,Wines,3
Graduate,3744,344,35,178,15,23,17,6,0,0,46,Attached,1,3,1,25,612.0,24.48,1,19289.0,1,0,Wines,0
Graduate,3673,22,3,30,0,5,15,6,0,0,34,Attached,1,3,1,8,75.0,9.375,0,11921.666666666666,0,0,Meat,0
Graduate,3627,247,161,295,210,85,47,2,0,0,65,Attached,0,2,0,26,1045.0,40.19230769230769,1,32746.0,1,0,Meat,0
Graduate,3683,38,0,12,3,1,1,7,0,0,47,Single,1,2,1,6,55.0,9.166666666666666,0,16476.0,0,0,Wines,0
Post-Grad,4155,896,10,101,13,10,34,9,0,1,55,Attached,1,3,1,21,1064.0,50.666666666666664,1,17791.333333333332,1,1,Wines,2
Graduate,4066,931,56,253,91,98,14,5,0,0,65,Attached,1,3,1,25,1443.0,57.72,1,23902.0,1,0,Wines,0
Graduate,4005,758,12,385,33,89,89,4,0,0,36,Attached,0,2,0,30,1366.0,45.53333333333333,1,34243.5,1,0,Wines,0
Post-Grad,3976,216,9,57,20,9,125,5,0,0,49,Attached,2,4,1,19,436.0,22.94736842105263,1,13313.25,1,0,Wines,0
Pre-Grad,3609,2,3,10,11,2,10,6,0,0,51,Single,1,2,1,5,38.0,7.6,0,15581.5,0,0,Fish,0
Graduate,4154,244,15,108,4,15,50,8,0,1,47,Attached,1,3,1,20,436.0,21.8,1,14004.666666666666,1,0,Wines,1
Post-Grad,4074,539,6,91,8,6,97,8,0,0,51,Attached,2,4,1,32,747.0,23.34375,1,13527.0,1,0,Wines,0
Post-Grad,4151,1181,26,120,17,13,39,8,0,1,69,Single,0,1,0,22,1396.0,63.45454545454545,1,49667.0,1,1,Wines,2
Post-Grad,3574,750,8,125,11,8,26,2,0,0,50,Attached,0,2,0,14,928.0,66.28571428571429,0,31603.0,1,1,Wines,1
Post-Grad,3828,306,5,109,21,109,92,6,0,0,52,Attached,2,4,1,26,642.0,24.692307692307693,1,14284.0,1,0,Wines,0
Pre-Grad,4072,350,104,189,197,151,57,8,0,0,49,Attached,1,3,1,30,1048.0,34.93333333333333,1,15590.666666666666,1,1,Wines,1
Post-Grad,3720,331,197,170,58,152,35,1,0,0,53,Attached,0,2,0,24,943.0,39.291666666666664,1,39465.5,1,0,Wines,0
Graduate,3859,620,16,165,0,24,82,5,0,0,66,Attached,1,3,1,27,907.0,33.592592592592595,1,17992.333333333332,1,0,Wines,0
Graduate,3620,434,137,400,45,137,45,1,0,0,36,Attached,0,2,0,18,1198.0,66.55555555555556,1,42109.5,1,0,Wines,0
Post-Grad,4153,57,0,27,0,0,36,8,0,0,49,Single,2,3,1,11,120.0,10.909090909090908,0,15366.0,0,0,Wines,0
Graduate,4054,811,76,428,99,137,107,7,0,0,59,Attached,1,3,1,26,1658.0,63.76923076923077,1,24512.666666666668,1,0,Wines,0
Graduate,3536,423,42,706,73,197,197,2,0,0,38,Attached,0,2,0,22,1638.0,74.45454545454545,1,39764.5,1,0,Meat,0
Pre-Grad,3898,2,12,10,6,13,30,8,0,1,47,Attached,0,2,0,7,73.0,10.428571428571429,0,10490.5,0,0,Gold,1
Graduate,3583,60,51,87,6,20,51,5,0,0,44,Single,1,2,1,12,275.0,22.916666666666668,0,25883.0,0,0,Meat,0
Graduate,4051,675,0,85,10,7,77,8,0,0,62,Attached,1,3,1,26,854.0,32.84615384615385,1,18586.333333333332,1,0,Wines,0
